ID,target,CODE_GENDER,FLAG_OWN_CAR,FLAG_OWN_REALTY,CNT_CHILDREN,AMT_INCOME_TOTAL,NAME_INCOME_TYPE,NAME_EDUCATION_TYPE,NAME_FAMILY_STATUS,NAME_HOUSING_TYPE,OCCUPATION_TYPE,CNT_FAM_MEMBERS,AGE_YEARS,YEARS_EMPLOYED,ACCOUNT_LENGTH
5090309,1,F,Y,Y,0,360000.0,Commercial associate,NO GED,Married,House / apartment,Waiters/barmen staff,2.0,64.0,4.0,56
5090310,1,M,Y,Y,0,135000.0,Pensioner,NO GED,Married,House / apartment,not_specified,2.0,67.0,0.0,8
5090311,1,F,Y,Y,0,162000.0,State servant,NO GED,Married,House / apartment,not_specified,2.0,61.0,42.0,17
5090312,1,F,N,Y,0,180000.0,Pensioner,NO GED,Married,House / apartment,not_specified,2.0,60.0,0.0,47
5090313,1,F,N,Y,0,202500.0,Working,NO GED,Married,House / apartment,Laborers,2.0,38.0,8.0,27
5090314,0,F,N,Y,0,99000.0,Pensioner,NO GED,Widow,House / apartment,not_specified,1.0,62.0,0.0,1
5090316,1,F,N,Y,0,427500.0,Working,Higher education,Married,House / apartment,Managers,2.0,54.0,10.0,40
5090317,1,F,Y,N,0,675000.0,Working,NO GED,Married,House / apartment,Managers,2.0,46.0,20.0,42
5090318,1,M,N,Y,0,180000.0,Working,NO GED,Married,House / apartment,Laborers,2.0,64.0,15.0,54
5090319,1,F,Y,Y,0,450000.0,Pensioner,Academic degree,Married,House / apartment,not_specified,2.0,59.0,0.0,17
5090320,1,F,N,Y,0,180000.0,Commercial associate,Higher education,Single / not married,House / apartment,Managers,1.0,31.0,5.0,44
5090321,1,F,N,Y,1,202500.0,Working,NO GED,Separated,House / apartment,High skill tech staff,2.0,52.0,2.0,57
5090324,1,M,Y,Y,2,135000.0,Working,Higher education,Married,House / apartment,High skill tech staff,4.0,36.0,16.0,18
5090325,1,F,N,Y,0,180000.0,Pensioner,NO GED,Married,House / apartment,not_specified,2.0,59.0,0.0,32
5090326,1,F,N,Y,0,180000.0,Pensioner,NO GED,Married,House / apartment,not_specified,2.0,59.0,0.0,14
5090328,1,F,N,Y,0,135000.0,Working,NO GED,Married,Municipal apartment,not_specified,2.0,45.0,7.0,15
5090331,1,F,N,Y,0,90000.0,Pensioner,NO GED,Married,House / apartment,not_specified,2.0,64.0,0.0,29
5090333,1,F,N,Y,0,81000.0,Pensioner,NO GED,Married,House / apartment,not_specified,2.0,59.0,0.0,43
5090334,1,F,N,N,2,67500.0,State servant,NO GED,Married,House / apartment,not_specified,4.0,29.0,5.0,52
5090335,1,F,Y,Y,0,144000.0,Commercial associate,NO GED,Married,House / apartment,Medicine staff,2.0,36.0,10.0,36
5090336,1,F,N,Y,0,76500.0,Pensioner,Higher education,Married,House / apartment,not_specified,2.0,65.0,0.0,58
5090337,1,F,N,Y,0,157500.0,Commercial associate,NO GED,Married,House / apartment,not_specified,2.0,46.0,5.0,31
5090338,1,M,Y,Y,0,180000.0,Commercial associate,NO GED,Married,Rented apartment,Drivers,2.0,27.0,5.0,13
5090340,1,F,Y,Y,0,135000.0,Working,NO GED,Married,House / apartment,Private service staff,2.0,39.0,14.0,2
5090341,1,F,N,Y,0,202500.0,Commercial associate,Higher education,Married,House / apartment,Managers,2.0,48.0,15.0,57
5090342,1,F,N,Y,0,202500.0,Commercial associate,Higher education,Married,House / apartment,Managers,2.0,48.0,15.0,5
5090343,1,F,N,Y,0,85500.0,Working,Higher education,Married,House / apartment,not_specified,2.0,41.0,8.0,6
5090344,1,F,N,Y,0,85500.0,Working,Higher education,Married,House / apartment,not_specified,2.0,41.0,8.0,48
5090345,1,F,N,Y,0,270000.0,Working,NO GED,Married,House / apartment,Laborers,2.0,55.0,3.0,12
5090346,1,F,Y,Y,0,72000.0,Working,NO GED,Married,House / apartment,Accountants,2.0,57.0,28.0,9
5090347,1,F,N,N,0,67500.0,Working,NO GED,Widow,House / apartment,Cooking staff,1.0,53.0,7.0,15
5090348,1,F,Y,N,0,247500.0,Working,NO GED,Separated,House / apartment,Laborers,1.0,37.0,6.0,10
5090350,0,M,N,Y,0,112500.0,Working,NO GED,Married,House / apartment,Laborers,2.0,52.0,17.0,2
5090351,1,M,N,Y,0,112500.0,Working,NO GED,Married,House / apartment,Laborers,2.0,52.0,17.0,36
5090352,1,F,N,Y,0,180000.0,Pensioner,NO GED,Single / not married,House / apartment,not_specified,1.0,59.0,0.0,6
5090353,1,F,N,Y,0,225000.0,Working,Higher education,Married,House / apartment,Managers,2.0,32.0,3.0,6
5090354,1,F,N,Y,1,121500.0,Commercial associate,NO GED,Married,House / apartment,not_specified,3.0,42.0,1.0,15
5090355,1,F,N,Y,1,121500.0,Commercial associate,NO GED,Married,House / apartment,not_specified,3.0,42.0,1.0,28
5090356,1,F,Y,Y,0,135000.0,Commercial associate,NO GED,Married,House / apartment,Managers,2.0,33.0,4.0,5
5090358,1,F,Y,Y,1,67500.0,Working,NO GED,Married,House / apartment,Cooking staff,3.0,31.0,5.0,35
5090360,1,F,N,N,0,112500.0,Working,NO GED,Married,With parents,not_specified,2.0,28.0,5.0,40
5090361,1,F,N,N,0,135000.0,Working,NO GED,Married,House / apartment,Laborers,2.0,26.0,1.0,15
5090362,1,F,N,Y,0,144000.0,Pensioner,NO GED,Married,House / apartment,not_specified,2.0,57.0,0.0,57
5090363,1,F,N,Y,0,67500.0,Working,Higher education,Married,House / apartment,Sales staff,2.0,33.0,3.0,56
5090364,1,M,Y,Y,0,78750.0,Pensioner,Higher education,Married,House / apartment,not_specified,2.0,57.0,0.0,10
5090365,1,F,Y,Y,0,157500.0,State servant,Higher education,Married,House / apartment,Managers,2.0,41.0,6.0,26
5090366,1,F,Y,N,1,135000.0,Working,NO GED,Married,House / apartment,Secretaries,3.0,32.0,1.0,46
5090368,1,F,N,Y,0,225000.0,Working,NO GED,Married,House / apartment,Medicine staff,2.0,37.0,15.0,52
5090369,0,F,N,Y,0,225000.0,Working,NO GED,Married,House / apartment,Medicine staff,2.0,37.0,15.0,3
5090370,1,F,N,Y,0,112500.0,Working,NO GED,Married,House / apartment,Core staff,2.0,49.0,19.0,58
5090371,1,F,N,Y,0,112500.0,Working,NO GED,Married,House / apartment,Core staff,2.0,49.0,19.0,23
5090373,1,F,Y,Y,2,270000.0,State servant,Higher education,Married,House / apartment,Cleaning staff,4.0,48.0,3.0,23
5090374,1,F,Y,Y,2,270000.0,State servant,Higher education,Married,House / apartment,Cleaning staff,4.0,48.0,3.0,44
5090375,1,F,N,N,2,112500.0,State servant,Higher education,Married,House / apartment,Core staff,4.0,32.0,7.0,3
5090377,0,F,N,Y,0,112500.0,Pensioner,NO GED,Married,House / apartment,not_specified,2.0,65.0,0.0,16
5090378,1,F,N,Y,0,81000.0,Pensioner,NO GED,Married,House / apartment,not_specified,2.0,64.0,0.0,19
5090380,1,F,N,Y,0,540000.0,Working,Higher education,Married,House / apartment,not_specified,2.0,50.0,8.0,15
5090381,1,F,N,Y,0,171000.0,Commercial associate,NO GED,Married,House / apartment,not_specified,2.0,59.0,15.0,1
5090383,1,F,Y,Y,0,180000.0,Commercial associate,NO GED,Married,House / apartment,Laborers,2.0,42.0,3.0,43
5090386,1,F,N,Y,0,247500.0,Commercial associate,Higher education,Single / not married,House / apartment,Core staff,1.0,59.0,38.0,40
5090388,1,F,N,Y,0,162000.0,Commercial associate,NO GED,Married,House / apartment,Waiters/barmen staff,2.0,52.0,8.0,13
5090389,1,F,N,Y,2,175500.0,Commercial associate,Higher education,Married,House / apartment,Sales staff,4.0,46.0,3.0,22
5090390,1,M,Y,Y,0,180000.0,Working,Higher education,Married,House / apartment,Drivers,2.0,32.0,9.0,35
5090391,1,M,N,Y,0,256500.0,Pensioner,NO GED,Married,House / apartment,not_specified,2.0,64.0,0.0,54
5090392,1,F,Y,Y,0,112500.0,Working,NO GED,Married,House / apartment,Laborers,2.0,41.0,15.0,47
5090393,1,F,Y,Y,0,76500.0,Working,Higher education,Married,House / apartment,not_specified,2.0,49.0,12.0,9
5090394,1,F,Y,N,1,225000.0,Commercial associate,NO GED,Separated,House / apartment,Core staff,2.0,32.0,5.0,17
5090396,1,F,N,Y,0,112500.0,State servant,Higher education,Married,House / apartment,Core staff,2.0,38.0,10.0,15
5090397,0,F,N,Y,0,157500.0,Pensioner,NO GED,Married,House / apartment,not_specified,2.0,64.0,0.0,8
5090398,1,F,Y,Y,0,225000.0,Pensioner,NO GED,Single / not married,House / apartment,not_specified,1.0,60.0,0.0,7
5090399,1,F,Y,Y,0,225000.0,Pensioner,NO GED,Single / not married,House / apartment,not_specified,1.0,60.0,0.0,7
5090400,1,F,N,N,0,36000.0,Working,NO GED,Married,With parents,Core staff,2.0,40.0,1.0,52
5090403,1,M,Y,N,0,180000.0,Working,NO GED,Married,House / apartment,Laborers,2.0,32.0,4.0,25
5090404,1,F,Y,N,0,382500.0,Commercial associate,Higher education,Single / not married,House / apartment,Managers,1.0,42.0,2.0,18
5090405,1,F,Y,N,0,382500.0,Commercial associate,Higher education,Single / not married,House / apartment,Managers,1.0,42.0,2.0,46
5090407,1,F,Y,N,1,315000.0,Working,Higher education,Married,House / apartment,Sales staff,3.0,39.0,3.0,14
5090408,1,F,N,N,0,90000.0,Working,NO GED,Married,House / apartment,Laborers,2.0,41.0,4.0,34
5090409,1,M,N,N,0,90000.0,Working,NO GED,Widow,Municipal apartment,Sales staff,1.0,55.0,10.0,17
5090413,1,F,N,N,0,99000.0,Working,NO GED,Married,House / apartment,Laborers,2.0,28.0,6.0,50
5090414,1,F,Y,N,0,216000.0,Working,NO GED,Single / not married,House / apartment,not_specified,1.0,54.0,27.0,22
5090415,1,F,Y,N,0,216000.0,Working,NO GED,Single / not married,House / apartment,not_specified,1.0,54.0,27.0,39
5090416,1,F,Y,N,0,216000.0,Working,NO GED,Single / not married,House / apartment,not_specified,1.0,54.0,27.0,8
5090417,1,F,Y,N,0,112500.0,Pensioner,NO GED,Married,House / apartment,not_specified,2.0,60.0,0.0,35
5090419,1,F,N,N,0,180000.0,Working,Higher education,Married,House / apartment,Security staff,2.0,43.0,7.0,9
5090421,1,F,N,N,0,121500.0,Pensioner,Higher education,Separated,House / apartment,not_specified,1.0,55.0,0.0,14
5090422,1,F,N,Y,1,135000.0,Working,NO GED,Single / not married,House / apartment,not_specified,2.0,40.0,3.0,19
5090424,1,F,N,Y,0,189000.0,Working,NO GED,Single / not married,House / apartment,Laborers,1.0,48.0,17.0,16
5090425,1,F,N,Y,0,238500.0,State servant,Higher education,Married,House / apartment,not_specified,2.0,41.0,5.0,46
5090426,1,F,N,Y,0,180000.0,Working,NO GED,Married,House / apartment,Laborers,2.0,33.0,1.0,12
5090427,1,F,N,Y,0,252000.0,Commercial associate,NO GED,Single / not married,House / apartment,Laborers,1.0,52.0,4.0,47
5090428,1,F,Y,N,3,450000.0,Commercial associate,Higher education,Married,Municipal apartment,Core staff,5.0,38.0,5.0,24
5090430,1,F,N,Y,0,382500.0,Commercial associate,NO GED,Married,House / apartment,Sales staff,2.0,46.0,8.0,55
5090432,1,F,N,N,0,148500.0,Working,NO GED,Widow,Municipal apartment,Cleaning staff,1.0,64.0,8.0,36
5090433,1,M,Y,Y,0,427500.0,Working,NO GED,Married,House / apartment,Managers,2.0,54.0,3.0,28
5090434,1,M,Y,Y,0,427500.0,Working,NO GED,Married,House / apartment,Managers,2.0,54.0,3.0,22
5090435,0,F,N,Y,0,225000.0,Commercial associate,NO GED,Separated,House / apartment,not_specified,1.0,51.0,3.0,9
5090436,1,F,N,Y,0,90000.0,Pensioner,NO GED,Single / not married,House / apartment,not_specified,1.0,53.0,0.0,2
5090437,1,F,N,N,0,112500.0,Working,NO GED,Married,Municipal apartment,Medicine staff,2.0,60.0,17.0,16
5090438,1,M,Y,N,3,337500.0,Working,NO GED,Married,House / apartment,Core staff,5.0,30.0,3.0,25
5090441,1,F,N,Y,0,112500.0,Pensioner,NO GED,Married,House / apartment,not_specified,2.0,55.0,0.0,27
5090442,0,M,N,Y,0,90000.0,Working,NO GED,Married,House / apartment,Security staff,2.0,52.0,8.0,2
5090444,1,M,Y,Y,0,270000.0,Working,NO GED,Married,House / apartment,Security staff,2.0,56.0,2.0,27
5090445,1,F,N,Y,1,157500.0,Working,NO GED,Married,House / apartment,Secretaries,3.0,43.0,2.0,33
5090447,1,M,N,Y,0,427500.0,Commercial associate,Higher education,Single / not married,House / apartment,Laborers,1.0,43.0,11.0,51
5090449,1,M,N,Y,0,180000.0,Working,NO GED,Married,House / apartment,Laborers,2.0,37.0,3.0,17
5090450,1,F,N,N,0,171000.0,Working,NO GED,Married,House / apartment,Cooking staff,2.0,52.0,9.0,22
5090451,1,F,N,N,0,139500.0,Working,Higher education,Single / not married,House / apartment,not_specified,1.0,32.0,3.0,37
5090452,1,M,Y,N,0,135000.0,Working,NO GED,Single / not married,With parents,Drivers,1.0,49.0,3.0,47
5090453,1,F,N,N,0,360000.0,Pensioner,Higher education,Married,House / apartment,not_specified,2.0,57.0,0.0,19
5090454,1,M,Y,N,0,180000.0,Commercial associate,NO GED,Married,House / apartment,Managers,2.0,52.0,9.0,56
5090457,1,M,N,N,3,315000.0,Working,Higher education,Married,House / apartment,Managers,5.0,41.0,8.0,17
5090458,1,M,Y,N,2,121500.0,Working,NO GED,Married,House / apartment,Drivers,4.0,43.0,2.0,15
5090460,0,M,Y,N,0,121500.0,Working,NO GED,Married,House / apartment,not_specified,2.0,57.0,19.0,4
5090461,1,F,N,N,0,126000.0,Commercial associate,NO GED,Married,House / apartment,Managers,2.0,46.0,16.0,39
5090462,1,F,N,N,0,126000.0,Commercial associate,NO GED,Married,House / apartment,Managers,2.0,46.0,16.0,9
5090464,1,F,N,N,0,126000.0,Commercial associate,NO GED,Married,House / apartment,Managers,2.0,46.0,16.0,20
5090465,1,M,N,Y,0,315000.0,Working,NO GED,Married,House / apartment,Laborers,2.0,54.0,3.0,35
5090466,1,M,N,N,2,135000.0,Commercial associate,NO GED,Separated,With parents,Laborers,3.0,35.0,2.0,2
5090468,1,M,N,N,0,180000.0,State servant,Higher education,Married,Municipal apartment,Managers,2.0,56.0,2.0,14
5090470,1,M,N,Y,1,900000.0,Working,NO GED,Married,House / apartment,Laborers,3.0,42.0,12.0,23
5090471,1,F,N,Y,0,180000.0,Pensioner,NO GED,Married,House / apartment,not_specified,2.0,55.0,0.0,43
5090473,1,M,Y,N,2,225000.0,Working,NO GED,Married,House / apartment,Managers,4.0,34.0,10.0,5
5090474,1,F,N,Y,0,180000.0,Working,Higher education,Married,House / apartment,Core staff,2.0,59.0,28.0,25
5090475,1,M,Y,Y,0,135000.0,Commercial associate,NO GED,Married,House / apartment,Laborers,2.0,37.0,11.0,18
5090476,1,M,Y,N,0,81000.0,State servant,NO GED,Single / not married,Municipal apartment,Drivers,1.0,29.0,0.0,40
5090477,1,M,Y,N,0,81000.0,State servant,NO GED,Single / not married,Municipal apartment,Drivers,1.0,29.0,0.0,40
5090478,1,F,N,Y,0,180000.0,Commercial associate,NO GED,Married,House / apartment,Medicine staff,2.0,57.0,11.0,39
5090479,1,F,N,Y,0,94500.0,Working,NO GED,Married,House / apartment,Laborers,2.0,44.0,8.0,23
5090480,1,F,N,Y,0,94500.0,Working,NO GED,Married,House / apartment,Laborers,2.0,44.0,8.0,18
5090481,1,M,Y,N,0,135000.0,Working,NO GED,Married,House / apartment,not_specified,2.0,55.0,12.0,35
5090485,1,F,Y,N,0,225000.0,Commercial associate,NO GED,Married,House / apartment,Laborers,2.0,32.0,3.0,32
5090486,1,F,N,Y,0,315000.0,Commercial associate,NO GED,Married,House / apartment,Laborers,2.0,53.0,5.0,36
5090488,1,F,Y,Y,0,148500.0,Working,NO GED,Married,House / apartment,Laborers,2.0,57.0,14.0,4
5090489,1,F,Y,Y,0,148500.0,Working,NO GED,Married,House / apartment,Laborers,2.0,57.0,14.0,10
5090491,1,F,N,Y,0,337500.0,Commercial associate,Higher education,Single / not married,House / apartment,Secretaries,1.0,32.0,4.0,43
5090492,1,M,Y,Y,2,225000.0,Working,NO GED,Married,House / apartment,Laborers,4.0,33.0,4.0,22
5090493,1,F,N,N,0,121500.0,Pensioner,NO GED,Married,House / apartment,not_specified,2.0,58.0,0.0,28
5090497,1,F,N,N,0,135000.0,Pensioner,NO GED,Married,House / apartment,not_specified,2.0,59.0,0.0,17
5090498,0,F,N,N,0,135000.0,Pensioner,NO GED,Married,House / apartment,not_specified,2.0,59.0,0.0,30
5090499,1,F,N,Y,0,112500.0,Working,Higher education,Single / not married,House / apartment,not_specified,1.0,42.0,3.0,12
5090501,1,F,N,Y,0,112500.0,Working,NO GED,Married,House / apartment,Laborers,2.0,50.0,7.0,11
5090505,1,F,N,Y,0,135000.0,Pensioner,NO GED,Single / not married,House / apartment,not_specified,1.0,67.0,0.0,38
5090506,1,M,N,Y,0,315000.0,State servant,NO GED,Single / not married,Rented apartment,Core staff,1.0,33.0,6.0,16
5090507,1,F,Y,Y,0,99000.0,Working,Higher education,Married,House / apartment,Laborers,2.0,44.0,23.0,21
5090509,1,M,Y,Y,0,225000.0,Commercial associate,Higher education,Married,House / apartment,Managers,2.0,30.0,0.0,4
5090510,1,M,N,Y,0,207000.0,Working,NO GED,Married,House / apartment,Drivers,2.0,43.0,3.0,8
5090511,1,M,N,Y,0,207000.0,Working,NO GED,Married,House / apartment,Drivers,2.0,43.0,3.0,15
5090513,1,M,N,Y,1,202500.0,Working,NO GED,Married,House / apartment,Drivers,3.0,27.0,4.0,26
5090515,1,M,Y,Y,0,225000.0,Pensioner,Higher education,Separated,House / apartment,not_specified,1.0,54.0,0.0,29
5090516,1,F,Y,Y,0,121500.0,Commercial associate,NO GED,Married,House / apartment,Core staff,2.0,48.0,5.0,50
5090518,0,F,N,Y,0,157500.0,Pensioner,NO GED,Married,House / apartment,not_specified,2.0,58.0,0.0,4
5090519,1,F,N,Y,1,144000.0,Commercial associate,Higher education,Married,House / apartment,Managers,3.0,34.0,10.0,26
5090520,1,F,N,Y,1,144000.0,Commercial associate,Higher education,Married,House / apartment,Managers,3.0,34.0,10.0,41
5090522,1,M,N,Y,0,315000.0,Commercial associate,Higher education,Married,House / apartment,Managers,2.0,54.0,11.0,19
5090523,1,M,N,Y,0,315000.0,Commercial associate,Higher education,Married,House / apartment,Managers,2.0,54.0,11.0,18
5090525,1,F,N,Y,0,112500.0,Pensioner,NO GED,Married,House / apartment,not_specified,2.0,57.0,0.0,12
5090527,1,F,N,Y,0,90000.0,Working,Higher education,Married,House / apartment,Core staff,2.0,44.0,8.0,24
5090528,1,F,N,Y,0,180000.0,State servant,NO GED,Single / not married,House / apartment,Medicine staff,1.0,37.0,8.0,3
5090529,1,F,Y,Y,0,288000.0,Working,Higher education,Married,House / apartment,Managers,2.0,40.0,9.0,38
5090530,0,F,N,Y,0,157500.0,Commercial associate,NO GED,Married,House / apartment,Cooking staff,2.0,38.0,11.0,10
5090531,1,F,N,Y,0,108000.0,Pensioner,NO GED,Widow,House / apartment,not_specified,1.0,61.0,0.0,15
5090532,1,M,Y,Y,2,180000.0,Commercial associate,NO GED,Married,House / apartment,Drivers,4.0,40.0,1.0,10
5090533,1,F,N,Y,0,171000.0,Working,NO GED,Married,House / apartment,Laborers,2.0,53.0,1.0,4
5090534,1,F,N,Y,3,202500.0,Working,NO GED,Married,Co-op apartment,Medicine staff,5.0,43.0,23.0,58
5090535,1,F,N,Y,0,180000.0,Commercial associate,Higher education,Married,House / apartment,Private service staff,2.0,40.0,3.0,10
5090536,1,M,Y,Y,0,135000.0,Working,NO GED,Married,House / apartment,Laborers,2.0,59.0,9.0,51
5090538,1,F,Y,Y,0,270000.0,Working,NO GED,Married,House / apartment,Laborers,2.0,57.0,3.0,58
5090540,1,M,N,Y,0,103500.0,Working,NO GED,Single / not married,Office apartment,Cleaning staff,1.0,31.0,3.0,24
5090541,1,M,Y,Y,0,405000.0,Commercial associate,NO GED,Married,House / apartment,Managers,2.0,57.0,3.0,25
5090542,1,F,N,Y,0,135000.0,Pensioner,NO GED,Married,House / apartment,not_specified,2.0,53.0,0.0,40
5090543,1,M,N,N,0,85500.0,Working,NO GED,Single / not married,With parents,Laborers,1.0,27.0,4.0,9
5090544,1,F,N,Y,0,135000.0,Working,Higher education,Married,House / apartment,Laborers,2.0,63.0,6.0,52
5090545,1,F,N,Y,0,135000.0,Working,Higher education,Married,House / apartment,Laborers,2.0,63.0,6.0,54
5090546,1,F,N,Y,0,247500.0,Commercial associate,Higher education,Married,House / apartment,Core staff,2.0,48.0,5.0,43
5090548,1,F,N,Y,0,405000.0,State servant,Higher education,Married,House / apartment,Core staff,2.0,41.0,13.0,51
5090549,1,F,N,Y,0,157500.0,Working,NO GED,Married,House / apartment,not_specified,2.0,42.0,7.0,29
5090550,1,M,N,Y,0,180000.0,Commercial associate,NO GED,Single / not married,Rented apartment,Cooking staff,1.0,29.0,1.0,44
5090552,1,F,Y,Y,1,112500.0,Working,NO GED,Married,House / apartment,not_specified,3.0,49.0,7.0,43
5090557,0,F,N,Y,0,180000.0,Working,NO GED,Single / not married,House / apartment,Medicine staff,1.0,63.0,5.0,22
5090558,1,F,Y,N,0,270000.0,Commercial associate,NO GED,Married,Municipal apartment,Private service staff,2.0,33.0,7.0,8
5090561,1,F,N,N,1,225000.0,Working,NO GED,Married,House / apartment,Laborers,3.0,35.0,7.0,40
5090562,1,M,Y,N,0,270000.0,Commercial associate,NO GED,Married,House / apartment,not_specified,2.0,54.0,2.0,54
5090563,1,M,Y,N,0,270000.0,Commercial associate,NO GED,Married,House / apartment,not_specified,2.0,54.0,2.0,30
5090565,0,F,N,Y,3,157500.0,Working,NO GED,Married,House / apartment,Sales staff,5.0,41.0,2.0,4
5090566,1,F,N,Y,0,90000.0,Pensioner,NO GED,Separated,House / apartment,not_specified,1.0,63.0,0.0,3
5090567,0,M,N,N,0,112500.0,Commercial associate,NO GED,Married,House / apartment,Drivers,2.0,41.0,1.0,15
5090568,1,M,Y,N,0,450000.0,Working,Higher education,Married,House / apartment,Core staff,2.0,31.0,10.0,59
5090569,1,M,Y,Y,0,360000.0,Commercial associate,Higher education,Married,House / apartment,Laborers,2.0,58.0,20.0,9
5090570,1,F,N,Y,0,135000.0,Working,NO GED,Married,House / apartment,not_specified,2.0,53.0,2.0,36
5090572,1,F,N,Y,1,157500.0,Working,NO GED,Married,House / apartment,Sales staff,3.0,33.0,4.0,9
5090573,1,M,Y,N,0,180000.0,Pensioner,Higher education,Married,House / apartment,not_specified,2.0,61.0,0.0,44
5090574,1,F,N,Y,2,121500.0,Working,NO GED,Married,House / apartment,Laborers,4.0,27.0,8.0,24
5090576,1,M,Y,Y,0,315000.0,Commercial associate,NO GED,Married,House / apartment,Drivers,2.0,51.0,12.0,6
5090578,1,F,Y,Y,0,157500.0,Working,NO GED,Married,House / apartment,Sales staff,2.0,43.0,5.0,17
5090580,1,F,Y,Y,1,225000.0,Working,NO GED,Single / not married,With parents,Medicine staff,2.0,28.0,6.0,55
5090581,1,M,N,N,1,202500.0,State servant,Higher education,Married,House / apartment,Managers,3.0,43.0,1.0,52
5090582,1,M,N,N,0,135000.0,Working,Higher education,Married,House / apartment,Managers,2.0,43.0,11.0,20
5090587,1,F,N,Y,0,135000.0,Working,NO GED,Married,House / apartment,not_specified,2.0,36.0,4.0,34
5090590,1,F,N,Y,1,225000.0,Working,Higher education,Married,House / apartment,Sales staff,3.0,36.0,4.0,32
5090592,1,M,Y,Y,0,301500.0,Commercial associate,Higher education,Married,House / apartment,Laborers,2.0,44.0,1.0,14
5090593,1,M,N,Y,0,247500.0,Working,NO GED,Married,House / apartment,Drivers,2.0,41.0,1.0,58
5090594,1,M,Y,Y,3,270000.0,Working,NO GED,Married,House / apartment,Laborers,5.0,35.0,11.0,13
5090595,1,M,N,Y,0,54000.0,Working,NO GED,Single / not married,House / apartment,Security staff,1.0,55.0,5.0,12
5090596,1,M,Y,N,0,189000.0,Working,NO GED,Married,With parents,Security staff,2.0,35.0,1.0,59
5090597,1,M,Y,N,0,189000.0,Working,NO GED,Married,With parents,Security staff,2.0,35.0,1.0,37
5090598,1,F,N,Y,0,112500.0,State servant,Higher education,Married,House / apartment,Secretaries,2.0,46.0,1.0,31
5090599,1,F,N,Y,0,112500.0,State servant,Higher education,Married,House / apartment,Secretaries,2.0,46.0,1.0,53
5090600,0,M,Y,Y,2,202500.0,Working,Higher education,Married,House / apartment,Core staff,4.0,42.0,19.0,32
5090603,1,M,Y,Y,2,202500.0,Working,Higher education,Married,House / apartment,Core staff,4.0,42.0,19.0,36
5090604,1,M,N,Y,0,135000.0,Working,NO GED,Married,House / apartment,Laborers,2.0,47.0,24.0,1
5090605,1,F,N,Y,0,130500.0,Pensioner,NO GED,Married,Municipal apartment,not_specified,2.0,61.0,0.0,1
5090606,1,F,Y,Y,1,135000.0,Working,NO GED,Single / not married,House / apartment,not_specified,2.0,30.0,1.0,10
5090607,1,F,Y,Y,1,135000.0,Working,NO GED,Single / not married,House / apartment,not_specified,2.0,30.0,1.0,31
5090608,1,M,Y,Y,0,202500.0,Commercial associate,Higher education,Married,House / apartment,Managers,2.0,39.0,1.0,34
5090609,1,F,N,Y,0,157500.0,Commercial associate,NO GED,Married,House / apartment,Managers,2.0,55.0,10.0,43
5090611,1,F,N,Y,0,99000.0,Working,Higher education,Single / not married,Municipal apartment,not_specified,1.0,52.0,7.0,47
5090612,1,F,Y,N,0,202500.0,Working,Higher education,Married,House / apartment,Accountants,2.0,38.0,8.0,18
5090613,1,M,Y,Y,2,315000.0,Working,Higher education,Married,House / apartment,Core staff,4.0,34.0,9.0,10
5090614,1,M,Y,Y,0,382500.0,Commercial associate,NO GED,Single / not married,House / apartment,Core staff,1.0,32.0,7.0,20
5090615,1,F,Y,N,0,99000.0,Pensioner,NO GED,Married,House / apartment,not_specified,2.0,61.0,0.0,20
5090617,0,M,Y,Y,2,157500.0,Working,NO GED,Married,House / apartment,Drivers,4.0,42.0,2.0,6
5090619,1,M,N,Y,0,202500.0,Pensioner,NO GED,Single / not married,House / apartment,not_specified,1.0,58.0,0.0,28
5090621,1,F,N,Y,0,360000.0,Working,Higher education,Married,House / apartment,Managers,2.0,58.0,21.0,4
5090622,1,F,N,Y,0,360000.0,Working,Higher education,Married,House / apartment,Managers,2.0,58.0,21.0,28
5090627,1,F,N,Y,0,234000.0,Working,Higher education,Married,House / apartment,Managers,2.0,35.0,16.0,11
5090629,1,F,N,Y,0,180000.0,Pensioner,NO GED,Married,House / apartment,not_specified,2.0,55.0,0.0,10
5090630,1,F,N,Y,0,180000.0,Pensioner,NO GED,Married,House / apartment,not_specified,2.0,55.0,0.0,60
5090631,1,F,N,Y,0,202500.0,Pensioner,NO GED,Married,House / apartment,not_specified,2.0,57.0,0.0,9
5090632,0,F,Y,Y,0,292500.0,Commercial associate,NO GED,Married,House / apartment,Sales staff,2.0,33.0,5.0,21
5090634,1,F,N,N,0,63000.0,Pensioner,NO GED,Married,House / apartment,not_specified,2.0,64.0,0.0,9
5090635,1,F,N,Y,1,135000.0,Working,Higher education,Married,House / apartment,Sales staff,3.0,36.0,1.0,30
5090636,1,F,Y,Y,0,117000.0,Working,NO GED,Separated,House / apartment,Sales staff,1.0,52.0,5.0,4
5090639,1,M,Y,Y,0,247500.0,Commercial associate,NO GED,Married,House / apartment,Drivers,2.0,57.0,7.0,46
5090641,1,M,N,Y,0,157500.0,Working,NO GED,Married,House / apartment,Laborers,2.0,40.0,1.0,11
5090642,1,F,Y,Y,0,540000.0,Pensioner,Higher education,Married,House / apartment,not_specified,2.0,58.0,0.0,13
5090643,1,M,N,Y,0,202500.0,Working,NO GED,Married,House / apartment,Drivers,2.0,57.0,5.0,41
